# timestamp,mag_x,mag_y,mag_z
1531207776447,-37.4375,1.0625,-17.1875
1531207776457,-37.4375,0.75,-17.1875
1531207776467,-37.3125,0.625,-16.875
1531207776476,-37.5625,0.4375,-17.0
1531207776486,-37.6875,0.0,-16.6875
1531207776496,-38.0,0.1875,-16.875
1531207776506,-38.0,-0.125,-16.4375
1531207776516,-38.375,-0.5625,-16.4375
1531207776526,-38.375,-1.0,-16.4375
1531207776536,-38.5,-0.875,-16.25
1531207776546,-38.125,-1.3125,-16.4375
1531207776556,-38.375,-1.0,-16.4375
1531207776567,-38.6875,-0.5625,-16.4375
1531207776577,-38.9375,-0.6875,-16.125
1531207776587,-39.0625,-0.875,-16.25
1531207776597,-38.9375,-0.875,-16.0
1531207776607,-38.9375,-1.3125,-15.8125
1531207776617,-38.625,-1.4375,-15.5
1531207776627,-38.8125,-1.4375,-15.8125
1531207776636,-38.25,-1.9375,-15.6875
1531207776646,-38.8125,-1.875,-15.5
1531207776656,-38.5,-1.75,-15.5
1531207776666,-38.375,-1.9375,-15.5
1531207776676,-38.375,-2.375,-14.9375
1531207776686,-39.0625,-2.1875,-14.75
1531207776697,-38.75,-2.1875,-15.0625
1531207776706,-38.9375,-2.5,-14.9375
1531207776716,-39.0625,-2.625,-14.9375
1531207776727,-39.0625,-2.375,-15.0625
1531207776737,-38.9375,-2.0625,-14.9375
1531207776747,-38.9375,-2.0625,-14.625
1531207776757,-38.75,-2.1875,-14.625
1531207776767,-38.9375,-2.1875,-14.625
1531207776777,-38.8125,-1.75,-14.625
1531207776787,-38.75,-1.9375,-14.75
1531207776797,-39.0625,-1.625,-14.75
1531207776807,-39.75,-1.5625,-14.9375
1531207776817,-39.75,-1.5625,-15.25
1531207776827,-39.5,-2.1875,-14.9375
1531207776837,-39.3125,-2.3125,-14.9375
1531207776847,-39.1875,-2.9375,-15.0625
1531207776857,-38.875,-2.8125,-15.0625
1531207776867,-38.875,-2.9375,-14.75
1531207776877,-39.3125,-2.9375,-15.1875
1531207776887,-39.75,-3.375,-15.375
1531207776897,-39.75,-2.9375,-15.6875
1531207776907,-39.625,-3.375,-15.8125
1531207776917,-39.5625,-3.5,-15.8125
1531207776927,-39.1875,-3.5625,-15.6875
1531207776937,-38.875,-3.375,-15.5
1531207776947,-39.0,-3.6875,-15.0625
1531207776957,-39.1875,-3.25,-14.75
1531207776967,-39.3125,-3.375,-14.75
1531207776977,-39.875,-3.5,-15.25
1531207776987,-39.75,-3.6875,-15.375
1531207776997,-39.875,-3.8125,-15.1875
1531207777007,-39.6875,-4.25,-15.9375
1531207777017,-39.75,-3.8125,-16.4375
1531207777027,-39.5625,-3.6875,-16.4375
1531207777037,-39.875,-3.25,-16.5625
1531207777047,-39.875,-2.75,-16.875
1531207777057,-40.0625,-2.3125,-16.25
1531207777067,-39.875,-2.5,-16.125
1531207777077,-39.75,-2.3125,-16.25
1531207777087,-39.75,-2.625,-16.25
1531207777097,-39.4375,-3.0625,-16.5625
1531207777107,-39.4375,-3.0625,-16.875
1531207777117,-39.5,-3.0625,-17.3125
1531207777127,-39.625,-3.0625,-17.1875
1531207777137,-39.75,-2.75,-17.0
1531207777147,-40.0625,-2.3125,-17.0
1531207777157,-40.1875,-2.1875,-16.875
1531207777167,-40.3125,-1.875,-16.5625
1531207777177,-40.1875,-1.4375,-16.4375
1531207777187,-40.5,-0.9375,-16.75
1531207777197,-40.8125,-0.5,-16.5625
1531207777207,-40.6875,-0.1875,-16.875
1531207777217,-40.8125,-0.0625,-16.75
1531207777227,-40.6875,0.375,-17.0
1531207777237,-40.25,0.25,-16.75
1531207777247,-40.125,-0.0625,-16.875
1531207777257,-39.8125,-0.375,-16.4375
1531207777267,-39.9375,-0.0625,-16.75
1531207777277,-40.25,-0.5,-16.125
1531207777287,-40.5,-0.5,-16.4375
1531207777297,-40.5,-0.25,-16.25
1531207777307,-40.8125,-0.0625,-16.875
1531207777317,-40.5,-0.1875,-17.0
1531207777327,-40.5,0.25,-17.5
1531207777337,-40.125,0.25,-17.9375
1531207777347,-40.125,0.0625,-18.375
1531207777357,-39.8125,0.5,-18.6875
1531207777367,-40.0,0.5,-18.5
1531207777377,-39.8125,0.25,-18.6875
1531207777387,-40.0,0.5,-18.6875
1531207777397,-40.125,0.8125,-18.8125
1531207777407,-40.4375,0.8125,-18.375
1531207777417,-40.5625,1.0,-18.375
1531207777427,-40.8125,1.4375,-18.5
1531207777437,-40.8125,1.3125,-18.5
1531207777447,-41.0,1.0,-18.25
1531207777457,-41.0,1.3125,-18.25
1531207777467,-41.0,1.3125,-17.8125
1531207777477,-41.0,1.3125,-17.625
1531207777487,-41.375,1.4375,-17.0625
1531207777497,-41.4375,1.875,-17.1875
1531207777507,-41.6875,1.75,-17.1875
1531207777516,-41.6875,2.1875,-17.3125
1531207777527,-41.6875,2.625,-17.625
1531207777537,-41.5625,3.25,-17.9375
1531207777547,-41.1875,3.0625,-17.8125
1531207777557,-41.0,3.25,-18.0625
1531207777567,-40.875,3.375,-18.375
1531207777577,-41.0,2.9375,-18.25
1531207777587,-40.75,3.25,-18.375
1531207777597,-40.875,3.5,-18.6875
1531207777607,-40.875,3.5,-18.375
1531207777617,-41.1875,3.5625,-18.25
1531207777627,-41.1875,3.6875,-18.25
1531207777637,-41.1875,3.25,-18.5625
1531207777647,-41.1875,3.25,-18.6875
1531207777657,-41.3125,3.5625,-19.0
1531207777667,-41.0625,3.375,-19.4375
1531207777677,-40.75,3.25,-19.125
1531207777687,-40.875,3.0625,-19.0
1531207777697,-40.875,2.9375,-18.8125
1531207777707,-40.75,2.5,-18.6875
1531207777717,-40.6875,2.1875,-18.375
1531207777727,-40.875,2.3125,-18.8125
1531207777737,-40.5625,2.3125,-18.375
1531207777747,-40.875,2.1875,-18.0625
1531207777757,-40.875,2.1875,-18.0625
1531207777767,-41.0,2.1875,-18.25
1531207777777,-41.25,1.875,-18.0625
1531207777787,-41.8125,1.9375,-17.9375
1531207777797,-41.4375,2.1875,-18.375
1531207777807,-41.5625,2.375,-18.6875
1531207777817,-41.5625,2.1875,-18.6875
1531207777827,-41.4375,2.1875,-18.375
1531207777837,-41.25,1.75,-18.5625
1531207777847,-41.8125,1.0,-18.5625
1531207777857,-41.6875,0.6875,-18.375
1531207777867,-41.6875,0.875,-18.25
1531207777877,-41.5,0.6875,-18.6875
1531207777887,-41.25,0.875,-18.6875
1531207777897,-40.8125,1.0,-18.5
1531207777907,-40.8125,0.6875,-18.5
1531207777917,-40.9375,0.25,-18.5
1531207777927,-41.25,0.125,-18.375
1531207777936,-41.5,-0.1875,-18.375
1531207777947,-41.375,0.125,-18.25
1531207777956,-41.375,0.25,-18.375
1531207777966,-41.25,0.25,-18.5
1531207777977,-40.8125,-0.1875,-18.5
1531207777986,-40.8125,-0.375,-18.8125
1531207777996,-41.0625,-0.5,-19.125
1531207778006,-41.1875,-0.8125,-19.125
1531207778016,-41.25,-0.625,-18.8125
1531207778026,-41.375,-0.3125,-19.0
1531207778036,-41.375,-0.3125,-19.25
1531207778047,-41.1875,-0.9375,-18.8125
1531207778056,-41.0625,-0.9375,-18.375
1531207778066,-41.0625,-0.8125,-18.8125
1531207778076,-41.5,-1.0625,-18.5
1531207778086,-41.625,-1.25,-18.25
1531207778096,-41.5,-0.8125,-18.375
1531207778106,-41.625,-0.9375,-18.375
1531207778116,-41.75,-1.375,-17.9375
1531207778126,-41.625,-1.25,-17.75
1531207778136,-41.1875,-1.125,-17.5
1531207778147,-41.5,-1.5625,-17.5
1531207778157,-41.5,-1.375,-17.5
1531207778167,-41.1875,-1.375,-17.5
1531207778177,-41.0625,-1.375,-17.5
1531207778187,-41.3125,-1.5625,-17.625
1531207778197,-40.9375,-1.6875,-18.0625
1531207778207,-40.75,-1.875,-18.0625
1531207778216,-40.9375,-2.0,-18.6875
1531207778226,-40.9375,-2.125,-19.125
1531207778236,-40.9375,-1.875,-19.0
1531207778246,-41.4375,-2.125,-18.6875
1531207778256,-41.5,-2.0,-19.25
1531207778267,-41.0625,-1.375,-19.0
1531207778276,-40.9375,-1.375,-18.8125
1531207778286,-40.75,-1.5625,-19.0
1531207778296,-40.6875,-0.625,-19.125
1531207778306,-40.9375,-0.625,-18.8125
1531207778316,-41.0625,-1.125,-19.0
1531207778326,-40.9375,-0.8125,-19.125
1531207778336,-41.25,-0.5,-19.4375
1531207778346,-41.25,-0.625,-19.25
1531207778357,-40.9375,-0.625,-19.125
1531207778367,-41.0625,-0.625,-19.4375
1531207778376,-41.5,-0.625,-19.75
1531207778386,-41.25,-0.5,-19.75
1531207778396,-41.0625,-0.5,-19.875
1531207778406,-41.5,-0.3125,-19.875
1531207778416,-41.6875,0.25,-19.75
1531207778427,-41.6875,0.4375,-19.4375
1531207778436,-42.375,0.0,-19.3125
1531207778446,-42.25,0.25,-19.3125
1531207778457,-41.6875,0.25,-19.125
1531207778467,-41.5,-0.1875,-19.4375
1531207778476,-41.25,-0.0625,-19.5625
1531207778487,-40.5625,0.375,-19.75
1531207778497,-40.8125,0.375,-19.5625
1531207778507,-41.25,0.6875,-20.0
1531207778517,-41.125,1.125,-19.75
1531207778527,-41.125,1.4375,-19.25
1531207778537,-41.0,1.4375,-19.5625
1531207778547,-40.875,1.5625,-19.875
1531207778557,-40.5625,1.4375,-20.0
1531207778566,-40.5625,1.3125,-20.5
1531207778576,-40.4375,1.3125,-20.9375
1531207778586,-40.5625,1.3125,-20.75
1531207778596,-40.4375,1.125,-20.75
1531207778606,-40.4375,1.4375,-21.25
1531207778616,-40.5625,1.75,-21.0625
1531207778627,-40.5625,2.0625,-21.0625
1531207778636,-40.4375,2.75,-21.25
1531207778646,-40.3125,3.375,-21.5
1531207778656,-40.625,3.8125,-20.9375
1531207778667,-40.625,4.0,-20.625
1531207778676,-41.0625,4.0,-20.625
1531207778686,-41.1875,3.8125,-20.625
1531207778696,-41.5,3.875,-20.3125
1531207778707,-41.1875,3.375,-20.3125
1531207778717,-41.3125,3.6875,-20.5
1531207778727,-41.0625,3.5625,-20.3125
1531207778737,-41.0625,3.8125,-20.3125
1531207778747,-41.3125,4.3125,-20.0625
1531207778757,-41.5,5.0625,-20.1875
1531207778767,-41.625,4.875,-20.3125
1531207778777,-41.9375,5.625,-20.8125
1531207778787,-42.375,5.8125,-20.8125
1531207778797,-41.9375,5.625,-21.0625
1531207778807,-41.625,5.5,-20.8125
1531207778817,-41.375,5.9375,-21.0625
1531207778827,-41.5,6.0625,-21.0625
1531207778836,-40.9375,6.25,-20.9375
1531207778847,-41.25,6.6875,-21.0625
1531207778857,-41.5625,6.8125,-21.6875
1531207778867,-41.4375,7.3125,-21.25
1531207778877,-41.25,7.25,-21.375
1531207778887,-41.0,7.4375,-21.6875
1531207778897,-40.875,7.75,-21.5625
1531207778907,-40.75,8.1875,-21.5625
1531207778916,-40.5625,8.0,-22.0
1531207778926,-40.1875,8.3125,-21.6875
1531207778936,-40.4375,8.625,-21.25
1531207778947,-40.4375,8.75,-21.5625
1531207778956,-40.1875,8.4375,-21.25
1531207778966,-40.5625,8.4375,-20.5
1531207778976,-40.875,8.75,-20.0625
1531207778987,-40.875,8.4375,-20.1875
1531207778997,-41.0,8.3125,-19.875
1531207779006,-41.3125,8.9375,-19.875
1531207779016,-41.3125,9.0625,-20.0625
1531207779026,-41.5625,8.75,-20.1875
1531207779036,-42.125,8.9375,-19.9375
1531207779046,-42.3125,8.8125,-20.1875
1531207779056,-42.25,8.375,-20.0625
1531207779066,-42.0,8.0625,-20.0625
1531207779077,-41.8125,7.875,-19.75
1531207779087,-41.25,7.875,-19.75
1531207779098,-41.4375,7.5625,-19.3125
1531207779107,-41.8125,7.75,-19.125
1531207779117,-42.125,7.75,-19.1875
1531207779127,-42.375,7.625,-19.1875
1531207779137,-42.6875,7.4375,-19.0
1531207779147,-42.25,7.4375,-19.0
1531207779157,-42.125,7.3125,-19.0
1531207779167,-42.25,7.3125,-19.0
1531207779177,-41.8125,7.3125,-19.4375
1531207779187,-41.6875,7.4375,-19.75
1531207779197,-41.6875,7.4375,-20.0625
1531207779207,-41.6875,7.5625,-20.375
1531207779217,-41.6875,7.5625,-20.5
1531207779227,-42.0,7.875,-20.8125
1531207779237,-42.0,8.1875,-20.9375
1531207779247,-41.875,8.3125,-20.9375
1531207779257,-41.6875,8.0625,-20.8125
1531207779267,-41.3125,8.3125,-21.125
1531207779277,-40.875,8.3125,-21.25
1531207779287,-41.125,7.75,-21.375
1531207779297,-41.4375,7.3125,-21.125
1531207779307,-41.125,7.4375,-21.375
1531207779317,-41.4375,7.125,-21.25
1531207779327,-41.25,7.0,-20.8125
1531207779337,-41.0,7.125,-20.375
1531207779347,-41.125,7.75,-20.375
1531207779357,-41.4375,7.75,-20.0625
1531207779367,-41.25,7.875,-19.75
1531207779377,-41.6875,7.875,-19.625
1531207779387,-41.5625,8.1875,-19.75
1531207779397,-41.5625,8.3125,-19.875
1531207779407,-41.5625,8.625,-20.0625
1531207779417,-41.5625,8.9375,-20.375
1531207779427,-41.75,9.0625,-20.5
1531207779437,-41.875,8.9375,-20.8125
1531207779447,-42.0,8.8125,-20.8125
1531207779457,-42.3125,8.9375,-20.5
1531207779467,-42.3125,9.125,-20.6875
1531207779477,-42.0,9.25,-20.9375
1531207779487,-41.875,9.5625,-20.8125
1531207779497,-41.3125,9.5,-20.625
1531207779507,-41.0625,9.6875,-20.8125
1531207779517,-41.1875,10.125,-20.8125
1531207779527,-41.0625,10.5625,-20.5
1531207779537,-41.0625,10.6875,-20.5
1531207779547,-41.0625,11.4375,-20.6875
1531207779557,-40.6875,11.3125,-21.125
1531207779567,-40.25,11.3125,-21.125
1531207779577,-39.8125,11.25,-21.25
1531207779587,-39.5625,11.5625,-21.5625
1531207779597,-39.4375,11.875,-21.5625
1531207779607,-39.5625,12.9375,-21.375
1531207779616,-39.875,13.5,-20.9375
1531207779627,-40.125,13.5,-20.9375
1531207779637,-40.5625,13.8125,-20.5
1531207779647,-40.875,13.6875,-20.8125
1531207779657,-40.6875,13.8125,-20.375
1531207779667,-40.3125,13.5,-20.5
1531207779677,-40.0,14.125,-20.5
1531207779687,-39.625,14.4375,-20.9375
1531207779696,-39.1875,15.0,-21.125
1531207779707,-38.75,15.0,-21.5625
1531207779717,-38.8125,15.3125,-21.6875
1531207779727,-38.8125,15.5625,-21.6875
1531207779737,-38.9375,15.75,-21.6875
1531207779747,-38.9375,15.75,-21.4375
1531207779757,-39.1875,15.75,-21.4375
1531207779767,-38.9375,16.0625,-21.875
1531207779777,-38.8125,16.1875,-22.3125
1531207779787,-38.375,16.5,-22.75
1531207779797,-38.25,16.75,-23.1875
1531207779807,-37.875,17.5,-23.625
1531207779817,-37.75,17.8125,-23.375
1531207779827,-37.4375,18.25,-23.5
1531207779837,-37.0625,18.6875,-23.0625
1531207779847,-36.5,19.4375,-22.75
1531207779857,-36.375,19.875,-22.4375
1531207779867,-36.125,20.625,-22.4375
1531207779877,-35.9375,21.1875,-21.6875
1531207779887,-35.8125,21.9375,-21.5625
1531207779897,-35.875,22.375,-21.4375
1531207779907,-35.875,22.5625,-21.25
1531207779917,-35.875,22.8125,-21.125
1531207779927,-36.0,23.3125,-21.4375
1531207779937,-36.125,23.5625,-21.25
1531207779947,-35.875,24.3125,-21.4375
1531207779957,-35.625,24.9375,-21.5625
1531207779967,-35.5,25.0625,-21.5625
1531207779977,-35.0625,25.1875,-21.5625
1531207779987,-34.8125,25.5,-22.1875
1531207779997,-34.9375,25.1875,-22.4375
1531207780007,-34.625,25.0625,-22.75
1531207780017,-34.375,25.1875,-23.1875
1531207780027,-34.125,25.3125,-23.375
1531207780037,-33.8125,25.1875,-23.0625
1531207780047,-33.375,25.4375,-22.875
1531207780057,-33.125,25.75,-23.1875
1531207780067,-33.0,26.1875,-23.1875
1531207780077,-32.875,26.5,-23.375
1531207780087,-33.0,26.625,-23.375
1531207780097,-33.125,26.9375,-23.5
1531207780107,-33.3125,26.8125,-23.0625
1531207780117,-33.25,26.5,-22.875
1531207780127,-33.0,26.1875,-22.75
1531207780137,-32.875,26.5,-22.75
1531207780147,-33.25,26.0625,-22.3125
1531207780157,-33.25,26.1875,-22.125
1531207780167,-33.4375,26.1875,-22.1875
1531207780177,-33.5625,26.1875,-22.3125
1531207780187,-33.5625,26.1875,-22.1875
1531207780197,-33.0,26.625,-22.4375
1531207780207,-33.3125,26.9375,-22.4375
1531207780217,-33.3125,27.125,-22.1875
1531207780227,-33.3125,27.375,-22.0
1531207780237,-33.4375,27.6875,-22.0
1531207780247,-33.6875,27.5625,-21.4375
1531207780257,-33.5625,27.5625,-21.4375
1531207780268,-33.75,27.875,-21.25
1531207780278,-34.0,28.0,-21.125
1531207780287,-34.125,27.5625,-21.25
1531207780297,-34.125,27.5625,-21.4375
1531207780307,-34.25,27.5625,-21.125
1531207780317,-34.4375,27.75,-21.0
1531207780327,-34.5625,27.5625,-20.6875
1531207780337,-34.4375,27.4375,-20.5
1531207780347,-34.25,27.25,-20.5
1531207780357,-33.8125,26.8125,-21.125
1531207780367,-33.25,26.625,-21.4375
1531207780377,-32.5625,26.3125,-21.875
1531207780387,-32.3125,26.5,-22.3125
1531207780397,-32.0,26.3125,-22.875
1531207780407,-31.75,26.9375,-23.0625
1531207780417,-31.4375,26.75,-23.5
1531207780427,-31.75,27.0625,-23.5
1531207780437,-31.75,27.25,-23.1875
1531207780447,-32.0625,27.25,-23.375
1531207780457,-32.5625,26.9375,-22.875
1531207780467,-32.75,26.9375,-22.625
1531207780477,-32.4375,26.5,-22.3125
1531207780487,-32.5625,26.3125,-22.4375
1531207780497,-32.125,26.3125,-22.4375
1531207780507,-31.875,26.75,-22.75
1531207780517,-31.875,26.9375,-22.75
1531207780527,-32.0625,27.5,-23.0625
1531207780537,-31.625,27.6875,-23.1875
1531207780547,-31.625,28.125,-22.875
1531207780557,-31.625,27.9375,-22.875
1531207780567,-31.375,28.4375,-23.375
1531207780577,-31.0625,28.5625,-23.5
1531207780587,-31.25,29.0,-23.1875
1531207780597,-31.375,29.125,-22.875
1531207780607,-31.0625,29.0,-22.625
1531207780617,-31.25,28.875,-22.625
1531207780627,-31.375,28.6875,-22.4375
1531207780637,-31.0625,28.6875,-22.4375
1531207780647,-30.8125,29.0,-22.75
1531207780657,-30.8125,29.3125,-22.875
1531207780667,-30.6875,29.3125,-22.4375
1531207780677,-30.6875,29.75,-22.0
1531207780687,-30.6875,29.5625,-22.125
1531207780697,-30.5625,29.5625,-21.875
1531207780707,-30.375,29.875,-21.5625
1531207780717,-30.4375,30.625,-21.5625
1531207780727,-30.125,30.9375,-21.6875
1531207780737,-30.125,31.375,-21.6875
1531207780747,-29.75,31.375,-22.3125
1531207780756,-29.1875,31.3125,-22.75
1531207780766,-28.75,31.1875,-22.875
1531207780776,-28.1875,31.0,-23.1875
1531207780786,-27.75,31.4375,-23.1875
1531207780796,-27.625,31.625,-23.0625
1531207780806,-27.75,31.75,-22.75
1531207780816,-27.5,31.875,-22.3125
1531207780826,-27.25,32.1875,-22.125
1531207780836,-27.1875,31.75,-22.3125
1531207780846,-27.375,31.875,-21.8125
1531207780856,-27.0625,32.3125,-21.6875
1531207780866,-27.0625,32.5,-22.125
1531207780876,-27.625,32.5,-22.125
1531207780886,-27.25,33.0625,-21.6875
1531207780896,-26.8125,33.6875,-21.8125
1531207780906,-26.8125,33.6875,-22.0
1531207780916,-26.5625,33.5,-22.0
1531207780927,-26.25,33.6875,-22.125
1531207780937,-26.125,33.6875,-22.5625
1531207780947,-25.5625,33.5,-23.1875
1531207780957,-25.3125,33.8125,-23.9375
1531207780967,-25.0,34.0625,-24.375
1531207780977,-24.75,34.0625,-24.6875
1531207780987,-24.3125,33.9375,-24.6875
1531207780997,-24.3125,33.75,-24.375
1531207781006,-23.875,33.75,-24.0625
1531207781016,-23.75,34.0625,-24.0625
1531207781026,-23.1875,33.875,-24.375
1531207781036,-23.1875,34.3125,-24.8125
1531207781046,-23.1875,34.8125,-24.6875
1531207781056,-22.9375,35.0625,-24.8125
1531207781066,-22.6875,35.25,-24.375
1531207781076,-22.6875,35.6875,-23.9375
1531207781086,-22.25,35.6875,-23.3125
1531207781096,-21.9375,35.625,-23.4375
1531207781107,-22.125,35.8125,-23.3125
1531207781116,-21.8125,35.8125,-23.75
1531207781127,-21.5625,36.5625,-23.625
1531207781136,-21.4375,36.8125,-23.75
1531207781146,-20.875,37.0,-23.625
1531207781156,-19.875,37.125,-23.4375
1531207781166,-19.5,37.375,-23.3125
1531207781176,-18.75,37.25,-23.625
1531207781187,-18.1875,37.0625,-23.625
1531207781196,-17.9375,37.625,-23.875
1531207781206,-17.8125,37.375,-24.0625
1531207781216,-17.5,37.0625,-24.1875
1531207781226,-17.0625,36.4375,-24.3125
1531207781237,-16.9375,36.3125,-24.8125
1531207781247,-16.9375,36.0,-25.25
1531207781256,-16.625,36.25,-25.5
1531207781267,-16.5,36.875,-25.6875
1531207781276,-16.8125,37.75,-26.0
1531207781287,-16.25,38.1875,-26.0
1531207781297,-15.875,38.5,-25.8125
1531207781307,-15.75,38.8125,-25.5625
1531207781317,-15.875,38.5,-24.9375
1531207781327,-15.4375,38.3125,-24.8125
1531207781337,-15.6875,38.1875,-24.5
1531207781347,-16.125,38.0625,-24.1875
1531207781357,-16.0,38.375,-24.625
1531207781367,-15.75,38.8125,-25.25
1531207781377,-15.75,38.9375,-25.25
1531207781386,-15.625,39.5625,-25.0625
1531207781396,-15.0625,39.5,-25.25
1531207781406,-15.4375,38.9375,-24.9375
1531207781416,-15.4375,38.625,-24.625
1531207781427,-15.4375,38.3125,-24.3125
1531207781437,-15.6875,37.875,-24.9375
1531207781446,-15.875,38.0625,-24.9375
1531207781457,-15.6875,38.1875,-24.625
1531207781467,-15.6875,38.375,-24.625
1531207781478,-16.0,38.5,-24.8125
1531207781487,-16.0,38.5,-23.875
1531207781497,-16.375,38.1875,-23.4375
1531207781506,-16.5625,38.5,-23.3125
1531207781517,-16.8125,38.0625,-23.125
1531207781526,-16.6875,38.0625,-23.0
1531207781537,-16.6875,38.375,-23.125
1531207781547,-16.5625,38.5,-23.4375
1531207781557,-16.5625,38.1875,-23.75
1531207781566,-16.4375,38.375,-23.75
1531207781577,-16.375,38.0625,-23.75
1531207781587,-16.25,37.75,-23.5625
1531207781597,-16.25,37.4375,-23.75
1531207781607,-16.5,37.4375,-23.4375
1531207781617,-16.8125,37.1875,-23.5625
1531207781627,-16.8125,37.3125,-23.3125
1531207781637,-16.9375,36.875,-23.5625
1531207781647,-17.0625,37.0,-23.3125
1531207781657,-16.8125,36.875,-23.4375
1531207781667,-16.375,37.0,-23.0
1531207781677,-16.5,37.1875,-23.0
1531207781687,-16.5,37.625,-23.125
1531207781697,-16.25,37.4375,-23.3125
1531207781707,-15.9375,37.4375,-23.3125
1531207781716,-15.9375,37.3125,-23.5625
1531207781727,-15.9375,37.125,-23.5625
1531207781737,-15.25,37.4375,-23.4375
1531207781747,-15.0,37.5625,-23.5625
1531207781756,-14.8125,37.125,-23.5625
1531207781767,-14.6875,37.4375,-23.5625
1531207781776,-14.6875,37.4375,-24.1875
1531207781787,-15.0,37.3125,-24.3125
1531207781797,-15.0,37.125,-24.3125
1531207781807,-15.4375,37.5625,-24.3125
1531207781817,-15.6875,37.625,-24.8125
1531207781827,-15.8125,37.3125,-24.5
1531207781837,-16.125,37.3125,-24.3125
1531207781847,-16.25,37.3125,-24.0625
1531207781857,-16.125,36.875,-24.1875
1531207781867,-16.375,36.4375,-23.5625
1531207781877,-16.0625,36.25,-23.3125
1531207781887,-16.5,35.6875,-23.4375
1531207781897,-16.9375,35.6875,-23.125
1531207781907,-17.0625,36.125,-22.6875
1531207781917,-16.9375,36.4375,-22.6875
1531207781927,-17.375,36.5625,-22.5625
1531207781937,-17.0625,36.875,-22.25
1531207781947,-16.9375,36.875,-22.375
1531207781957,-16.9375,36.75,-22.5625
1531207781967,-16.8125,36.75,-22.375
1531207781977,-16.5,36.6875,-22.6875
1531207781987,-16.625,36.5625,-22.25
1531207781997,-16.625,36.4375,-22.25
1531207782007,-16.375,36.25,-22.0625
1531207782017,-16.5,36.125,-21.8125
1531207782027,-16.375,36.4375,-21.9375
1531207782037,-16.0625,36.6875,-22.5625
1531207782047,-15.6875,36.8125,-22.375
1531207782057,-16.125,37.3125,-22.375
1531207782067,-15.8125,37.4375,-22.5625
1531207782077,-16.0625,37.125,-22.25
1531207782087,-16.25,37.125,-21.9375
1531207782097,-16.9375,36.875,-22.125
1531207782107,-16.5,36.4375,-22.25
1531207782117,-16.625,36.25,-22.375
1531207782127,-16.1875,36.25,-22.25
1531207782137,-16.0625,36.125,-22.5625
1531207782147,-15.5,36.375,-22.8125
1531207782157,-15.5,36.375,-22.8125
1531207782167,-15.375,36.5625,-23.0
1531207782177,-15.625,36.25,-23.0
1531207782187,-15.625,35.8125,-22.6875
1531207782197,-15.625,35.8125,-22.5625
1531207782207,-15.8125,35.8125,-22.6875
1531207782217,-15.9375,35.375,-22.8125
1531207782227,-15.625,35.375,-23.125
1531207782237,-15.375,35.8125,-23.5625
1531207782247,-14.9375,35.625,-23.75
1531207782257,-14.5,35.3125,-24.1875
1531207782267,-14.25,35.5,-24.3125
1531207782277,-14.125,35.75,-24.4375
1531207782287,-13.9375,35.625,-24.75
1531207782297,-14.375,35.5,-24.3125
1531207782307,-14.375,35.5,-24.0
1531207782317,-14.25,35.625,-24.3125
1531207782327,-14.5,35.5,-24.1875
1531207782337,-14.5,35.5,-23.5625
1531207782347,-13.9375,35.4375,-23.5625
1531207782357,-14.125,35.9375,-23.5625
1531207782367,-13.8125,36.0625,-22.8125
1531207782377,-13.125,36.3125,-23.125
1531207782387,-13.0,36.1875,-23.6875
1531207782397,-13.0,36.0625,-24.1875
1531207782407,-12.5625,35.75,-24.625
1531207782417,-12.25,35.5625,-24.875
1531207782427,-12.5625,35.3125,-24.875
1531207782438,-12.6875,35.3125,-24.4375
1531207782448,-12.6875,35.125,-24.1875
1531207782459,-12.9375,35.125,-23.875
1531207782467,-13.125,34.875,-24.1875
1531207782477,-13.25,34.5625,-24.1875
1531207782487,-13.5,34.5625,-24.1875
1531207782497,-13.5,35.0,-24.4375
1531207782507,-13.6875,35.1875,-24.1875
1531207782517,-14.125,35.3125,-24.1875
1531207782527,-13.8125,35.75,-24.0
1531207782537,-13.5625,36.0625,-23.875
1531207782547,-13.8125,35.75,-23.6875
1531207782557,-13.8125,35.75,-23.5625
1531207782567,-13.9375,35.3125,-23.125
1531207782577,-14.25,35.4375,-23.0
1531207782587,-14.5,35.1875,-23.125
1531207782597,-14.9375,35.3125,-23.25
1531207782607,-14.9375,35.0625,-23.25
1531207782617,-15.25,35.5,-23.75
1531207782627,-15.375,35.0625,-23.75
1531207782637,-15.375,34.875,-23.4375
1531207782647,-15.0625,35.0625,-23.0
1531207782658,-15.5,34.875,-22.6875
1531207782667,-15.3125,34.75,-21.75
1531207782677,-15.75,34.75,-21.1875
1531207782687,-16.0625,34.9375,-20.875
1531207782697,-16.3125,34.4375,-20.75
1531207782707,-16.625,34.9375,-20.875
1531207782717,-17.0,35.0625,-21.3125
1531207782727,-17.1875,35.0625,-21.5
1531207782737,-17.5625,34.9375,-21.375
1531207782747,-18.4375,34.9375,-21.1875
1531207782757,-18.8125,34.6875,-20.75
1531207782767,-19.125,34.375,-20.3125
1531207782777,-18.9375,34.375,-19.875
1531207782787,-19.0,34.375,-20.0
1531207782797,-18.4375,34.5,-20.3125
1531207782807,-18.0,34.625,-20.625
1531207782817,-17.6875,34.625,-21.0625
1531207782827,-17.875,34.375,-21.375
1531207782837,-18.0,33.9375,-21.5
1531207782847,-18.0,33.625,-21.5
1531207782857,-18.125,33.0,-21.5
