# timestamp,mag_x,mag_y,mag_z
1531207428992,40.25,8.75,2.6875
1531207429002,40.5,8.6875,2.9375
1531207429012,40.8125,8.6875,3.125
1531207429022,41.1875,8.5625,3.25
1531207429032,41.5,8.6875,3.5625
1531207429042,41.5,8.6875,3.6875
1531207429052,41.5,8.375,3.875
1531207429062,41.625,8.375,3.875
1531207429072,41.8125,8.25,4.4375
1531207429082,41.9375,8.0625,4.625
1531207429092,42.0625,8.0625,4.75
1531207429102,41.375,8.5625,5.0625
1531207429112,41.25,8.375,5.1875
1531207429122,40.8125,8.5625,4.875
1531207429131,40.375,8.875,4.625
1531207429142,40.5,9.0,4.125
1531207429152,40.9375,8.875,3.875
1531207429162,40.75,9.75,4.3125
1531207429172,41.0625,9.875,4.125
1531207429182,41.1875,9.5625,4.4375
1531207429192,41.0625,9.75,4.3125
1531207429202,40.9375,9.875,4.125
1531207429212,41.0625,9.625,3.6875
1531207429222,41.0625,9.4375,3.6875
1531207429232,41.0625,9.875,3.5625
1531207429242,41.0625,10.0625,3.6875
1531207429252,41.1875,10.1875,3.875
1531207429262,41.3125,10.5,3.6875
1531207429272,41.1875,11.0625,3.5625
1531207429282,41.1875,11.0625,3.875
1531207429292,40.875,11.375,3.6875
1531207429302,40.875,12.0,3.6875
1531207429312,40.6875,12.4375,3.6875
1531207429322,40.5625,12.625,3.875
1531207429332,40.6875,13.0625,3.25
1531207429342,40.8125,13.1875,3.125
1531207429352,41.0,13.0625,2.5
1531207429362,40.6875,13.1875,2.625
1531207429372,40.8125,13.8125,2.375
1531207429382,40.6875,14.25,2.3125
1531207429392,40.6875,14.5625,2.1875
1531207429402,40.375,15.125,2.5
1531207429412,40.625,15.3125,2.0625
1531207429422,40.5,15.3125,2.1875
1531207429432,40.5,15.125,2.1875
1531207429442,40.8125,15.0,2.5
1531207429452,41.0625,15.0,2.8125
1531207429462,40.9375,14.8125,3.25
1531207429472,40.9375,14.5,3.5625
1531207429482,40.6875,14.6875,3.8125
1531207429492,40.375,14.8125,3.6875
1531207429502,39.9375,14.6875,3.5625
1531207429512,40.25,15.125,3.375
1531207429522,40.375,15.3125,3.5625
1531207429532,40.8125,15.25,3.25
1531207429542,40.625,15.4375,3.0625
1531207429552,40.9375,15.75,3.375
1531207429562,40.625,15.5625,3.6875
1531207429573,40.5,16.0625,3.5625
1531207429582,40.5,16.0,4.0
1531207429592,40.75,16.0,4.4375
1531207429602,40.9375,16.0,4.125
1531207429612,40.9375,16.0,4.125
1531207429622,40.9375,15.875,4.125
1531207429632,40.75,15.875,4.0
1531207429642,41.0625,16.1875,4.125
1531207429652,41.3125,16.3125,4.125
1531207429662,41.3125,16.4375,4.125
1531207429672,41.4375,16.4375,4.125
1531207429682,41.75,16.75,4.125
1531207429692,41.3125,17.375,4.0
1531207429702,41.0,17.5,4.0
1531207429712,41.125,17.9375,3.8125
1531207429722,41.0,18.4375,3.8125
1531207429732,41.0,18.6875,4.0
1531207429742,41.25,18.375,3.8125
1531207429752,41.25,18.6875,4.0
1531207429762,41.3125,18.25,4.125
1531207429772,41.5625,18.25,4.125
1531207429783,41.3125,18.375,4.4375
1531207429792,41.125,18.6875,4.5625
1531207429802,41.0,18.375,4.75
1531207429812,41.125,18.6875,4.75
1531207429822,41.0,18.875,4.75
1531207429832,41.0,18.875,4.25
1531207429842,41.25,18.5625,4.4375
1531207429852,41.5625,18.6875,4.5625
1531207429862,41.25,18.875,4.75
1531207429872,41.0,18.5625,4.875
1531207429882,41.125,18.125,5.0
1531207429892,41.0,18.125,4.875
1531207429902,40.75,17.9375,4.875
1531207429912,41.3125,17.9375,4.5625
1531207429922,41.3125,18.25,4.5625
1531207429933,41.3125,18.5625,4.5625
1531207429943,41.3125,18.375,4.5625
1531207429952,41.25,18.875,4.4375
1531207429962,41.0,18.4375,4.25
1531207429972,41.3125,17.9375,3.8125
1531207429982,40.875,17.6875,3.6875
1531207429992,41.3125,17.625,3.8125
1531207430002,41.5625,17.5,3.6875
1531207430012,41.875,17.0625,4.125
1531207430022,42.4375,17.1875,4.4375
1531207430032,43.125,16.6875,4.75
1531207430042,43.0,16.125,4.625
1531207430052,43.0625,15.25,5.1875
1531207430062,42.9375,15.0625,5.5
1531207430072,42.625,14.0625,5.625
1531207430082,42.375,14.3125,5.0625
1531207430092,41.9375,14.5,5.0625
1531207430102,41.8125,14.375,4.4375
1531207430112,41.375,14.5,3.8125
1531207430122,41.5,14.375,3.5625
1531207430132,41.375,13.75,3.375
1531207430142,41.5625,13.3125,3.125
1531207430153,41.375,13.1875,2.9375
1531207430162,41.9375,12.6875,2.625
1531207430172,41.8125,12.6875,2.9375
1531207430182,42.0,12.5625,3.25
1531207430192,42.0,12.5625,3.25
1531207430202,42.25,11.9375,3.6875
1531207430212,42.25,11.9375,4.0
1531207430222,42.125,11.5,3.5625
1531207430232,42.125,11.1875,3.875
1531207430242,42.3125,10.75,4.4375
1531207430253,42.4375,10.9375,4.3125
1531207430262,42.3125,10.1875,4.625
1531207430272,42.3125,10.3125,5.5
1531207430282,42.1875,10.0,5.375
1531207430292,42.1875,9.5625,5.1875
1531207430302,42.1875,9.25,5.0625
1531207430312,42.3125,9.125,4.625
1531207430322,42.5,8.6875,4.3125
1531207430332,42.625,8.6875,4.3125
1531207430342,42.3125,9.4375,4.4375
1531207430352,42.0625,9.4375,4.1875
1531207430362,41.625,9.75,4.1875
1531207430372,41.3125,10.1875,3.5625
1531207430382,41.3125,10.3125,3.6875
1531207430392,41.625,10.3125,3.125
1531207430402,42.1875,10.3125,2.8125
1531207430412,42.6875,10.75,2.8125
1531207430422,42.6875,10.625,2.9375
1531207430432,42.6875,10.875,2.6875
1531207430442,42.875,11.0625,2.6875
1531207430452,42.125,11.6875,2.9375
1531207430462,41.875,11.8125,2.9375
1531207430472,42.125,12.25,2.8125
1531207430483,41.9375,12.875,2.625
1531207430493,41.6875,12.875,2.8125
1531207430502,42.25,13.3125,2.8125
1531207430512,42.0625,13.75,2.5
1531207430522,41.8125,14.375,2.375
1531207430532,42.0625,14.375,2.0625
1531207430542,39.125,1.9375,-14.6875
1531207430552,38.8125,2.25,-14.25
1531207430562,38.8125,2.5,-14.0
1531207430573,38.9375,3.125,-13.8125
1531207430583,39.25,3.5625,-13.8125
1531207430592,39.0625,3.5625,-14.125
1531207430602,39.5,3.875,-14.4375
1531207430612,39.375,4.0,-14.4375
1531207430622,39.375,3.875,-14.4375
1531207430631,38.9375,4.0,-14.125
1531207430642,39.1875,4.125,-14.125
1531207430652,38.625,3.875,-14.125
1531207430662,39.0625,4.0,-14.25
1531207430672,39.0625,3.875,-14.125
1531207430682,39.0625,3.875,-13.8125
1531207430691,38.8125,4.0,-13.375
1531207430701,38.8125,4.1875,-13.375
1531207430712,38.375,4.1875,-13.0625
1531207430722,38.375,4.3125,-13.0625
1531207430731,38.375,4.0,-13.5
1531207430741,38.0625,4.0,-14.0
1531207430751,38.0625,3.75,-14.0
1531207430761,38.375,3.4375,-14.0
1531207430771,38.5,3.4375,-14.125
1531207430782,38.25,3.75,-13.8125
1531207430792,38.8125,3.6875,-13.6875
1531207430802,39.0625,3.875,-13.8125
1531207430812,39.0625,4.3125,-13.8125
1531207430822,39.0625,4.125,-13.375
1531207430832,39.625,3.5625,-13.5
1531207430842,39.9375,3.0625,-13.375
1531207430852,39.8125,2.9375,-13.1875
1531207430862,39.8125,2.5,-13.375
1531207430872,39.6875,2.625,-14.125
1531207430882,39.8125,2.9375,-14.125
1531207430892,39.5,2.8125,-14.25
1531207430902,39.5,3.25,-14.125
1531207430912,39.375,3.375,-13.8125
1531207430922,39.375,3.25,-13.0625
1531207430932,39.0625,3.5625,-12.9375
1531207430942,38.9375,4.0,-13.0625
1531207430952,38.625,4.1875,-13.0625
1531207430962,38.625,3.875,-13.375
1531207430972,38.625,4.1875,-13.6875
1531207430982,38.5,3.875,-13.8125
1531207430992,38.5,3.6875,-13.6875
1531207431002,38.6875,3.125,-13.5
1531207431012,38.5625,2.8125,-13.375
1531207431022,38.5625,2.25,-12.9375
1531207431032,38.6875,1.75,-12.3125
1531207431042,38.6875,1.3125,-12.1875
1531207431052,38.875,1.1875,-12.1875
1531207431062,39.125,1.4375,-12.3125
1531207431072,39.25,1.4375,-12.625
1531207431082,39.8125,1.4375,-12.75
1531207431092,39.8125,1.75,-12.4375
1531207431102,40.125,1.75,-12.625
1531207431113,40.125,1.4375,-12.3125
1531207431122,40.125,1.75,-12.3125
1531207431132,39.375,1.875,-12.4375
1531207431142,39.5625,1.75,-12.75
1531207431152,39.4375,1.75,-12.3125
1531207431162,39.5625,1.625,-12.1875
1531207431172,39.25,1.75,-12.0
1531207431182,39.6875,1.4375,-11.4375
1531207431192,39.8125,1.4375,-11.5625
1531207431202,40.125,1.4375,-11.5625
1531207431212,40.125,2.0,-11.4375
1531207431222,40.375,1.4375,-11.25
1531207431232,40.25,1.875,-11.5625
1531207431242,40.375,1.5625,-10.9375
1531207431252,40.0,1.3125,-10.6875
1531207431262,39.875,0.8125,-10.1875
1531207431272,40.125,0.6875,-10.0625
1531207431282,40.5625,0.375,-10.0625
1531207431292,40.4375,0.375,-10.375
1531207431304,40.6875,0.6875,-10.8125
1531207431312,40.6875,0.5,-11.4375
1531207431323,40.4375,0.375,-11.4375
1531207431332,39.75,0.6875,-11.125
1531207431342,39.75,0.25,-11.125
1531207431352,39.875,0.125,-11.125
1531207431362,40.1875,-0.0625,-10.9375
1531207431372,40.3125,0.0625,-10.9375
1531207431382,40.875,-0.25,-11.125
1531207431392,41.3125,0.0625,-10.8125
1531207431402,41.125,-0.375,-10.625
1531207431412,41.0,-0.5,-10.9375
1531207431422,41.0,-0.8125,-11.125
1531207431432,40.75,-1.6875,-11.25
1531207431442,40.5,-2.0,-11.125
1531207431452,40.1875,-2.0,-11.375
1531207431462,40.625,-2.0,-11.125
1531207431472,40.75,-2.3125,-11.125
1531207431482,41.1875,-2.1875,-11.25
1531207431492,41.0625,-2.1875,-11.25
1531207431502,41.3125,-2.0,-11.25
1531207431512,41.1875,-2.1875,-11.6875
1531207431523,41.3125,-2.0,-11.25
1531207431532,40.875,-1.5625,-10.9375
1531207431542,41.1875,-1.4375,-11.375
1531207431552,41.1875,-1.75,-11.5625
1531207431562,40.875,-1.75,-11.375
1531207431574,40.625,-1.4375,-12.0
1531207431584,40.625,-1.5625,-12.75
1531207431592,40.3125,-1.375,-13.1875
1531207431602,40.1875,-1.125,-12.875
1531207431612,40.3125,-0.8125,-12.75
1531207431623,40.1875,-0.8125,-12.625
1531207431632,40.1875,-0.6875,-12.0
1531207431642,40.1875,-0.6875,-11.875
1531207431652,40.1875,-0.8125,-12.0
1531207431662,39.875,-0.8125,-12.0
1531207431672,40.3125,-0.6875,-12.0
1531207431683,40.5625,-0.6875,-12.3125
1531207431692,40.75,-0.5,-12.125
1531207431702,40.875,-0.25,-12.125
1531207431712,41.125,0.0625,-12.4375
1531207431722,41.0,0.375,-12.875
1531207431733,40.4375,0.5625,-12.75
1531207431742,40.25,0.8125,-12.75
1531207431752,40.0,0.8125,-12.625
1531207431762,39.875,0.875,-12.625
1531207431772,39.6875,0.5625,-12.3125
1531207431782,40.0,0.8125,-12.4375
1531207431792,39.875,1.125,-12.4375
1531207431802,39.8125,2.0625,-13.0625
1531207431812,39.5,2.5,-13.0625
1531207431822,39.5,2.9375,-13.375
1531207431832,39.5,2.9375,-13.5
1531207431842,39.5,2.9375,-14.125
1531207431852,39.375,2.625,-13.9375
1531207431862,39.5,2.625,-14.25
1531207431872,39.375,2.625,-14.4375
1531207431882,39.0625,3.25,-14.5625
1531207431892,38.9375,3.25,-14.4375
1531207431902,38.8125,3.6875,-14.4375
1531207431912,38.5,4.0,-14.75
1531207431922,38.375,4.5,-14.75
1531207431932,38.1875,4.625,-14.75
1531207431942,38.3125,4.9375,-14.875
1531207431952,38.5,4.9375,-15.3125
1531207431962,38.3125,4.9375,-15.5
1531207431972,38.3125,5.25,-15.625
1531207431982,38.625,5.1875,-16.25
1531207431992,38.625,4.9375,-16.25
1531207432002,38.625,4.75,-16.375
1531207432012,38.875,4.625,-15.9375
1531207432022,38.75,4.4375,-15.9375
1531207432032,38.625,4.3125,-15.5
1531207432042,38.1875,4.625,-15.5
1531207432052,38.1875,4.75,-15.1875
1531207432062,37.9375,5.25,-15.3125
1531207432072,37.9375,5.0625,-15.3125
1531207432082,37.9375,5.25,-15.625
1531207432092,37.9375,5.25,-15.625
1531207432102,38.1875,4.75,-15.625
1531207432112,38.375,4.3125,-15.75
1531207432123,38.1875,4.625,-15.5
1531207432132,38.375,4.3125,-15.0
1531207432142,38.5,4.3125,-15.0
1531207432152,38.0625,4.9375,-14.875
1531207432162,38.1875,5.375,-14.875
1531207432172,38.625,4.9375,-15.5
1531207432182,38.625,4.9375,-15.75
1531207432192,38.75,4.9375,-15.5
1531207432202,38.9375,4.4375,-15.5
1531207432212,39.1875,4.4375,-15.5
1531207432222,38.625,4.625,-15.3125
1531207432232,38.3125,4.9375,-15.3125
1531207432242,38.1875,4.9375,-15.75
1531207432252,38.625,5.0625,-15.9375
1531207432262,38.3125,4.75,-15.9375
1531207432272,38.5,4.5,-16.0625
1531207432282,38.5,4.3125,-15.9375
1531207432292,38.375,4.3125,-16.0625
1531207432303,37.625,4.1875,-16.25
1531207432312,37.8125,4.0625,-16.375
1531207432322,37.9375,4.5,-16.375
1531207432332,37.9375,4.8125,-16.8125
1531207432342,38.5,4.75,-17.0
1531207432352,38.3125,4.625,-17.25
1531207432362,38.1875,4.8125,-17.4375
1531207432372,38.0625,4.5,-17.4375
1531207432382,37.8125,4.0625,-17.125
1531207432392,37.625,4.1875,-16.8125
1531207432402,37.625,4.375,-16.5
1531207432412,37.625,4.1875,-16.25
1531207432422,37.8125,4.1875,-16.25
1531207432432,38.0625,4.3125,-15.75
1531207432442,38.375,4.1875,-15.9375
1531207432452,38.5,3.875,-15.75
1531207432462,38.625,3.5625,-15.9375
1531207432472,38.5,3.4375,-15.3125
1531207432482,38.6875,3.0,-15.75
1531207432492,37.8125,2.375,-15.5
1531207432502,38.0,2.375,-15.75
1531207432512,37.9375,2.6875,-16.0625
1531207432523,37.9375,2.875,-16.375
1531207432532,37.9375,3.125,-16.8125
1531207432542,38.0625,3.125,-17.125
1531207432552,38.0625,3.125,-16.9375
1531207432562,38.125,2.8125,-16.9375
1531207432572,38.25,2.6875,-17.25
1531207432582,38.125,2.5625,-17.25
1531207432592,38.125,2.5625,-17.6875
1531207432602,37.9375,2.5625,-18.3125
1531207432612,37.8125,2.25,-17.875
1531207432622,38.0,1.9375,-17.875
1531207432632,38.125,1.8125,-17.6875
1531207432642,38.375,1.625,-17.25
1531207432652,39.0,1.3125,-16.6875
1531207432662,39.25,1.1875,-16.8125
1531207432672,39.25,1.0,-16.375
1531207432682,39.25,0.4375,-15.75
1531207432692,39.125,0.4375,-15.4375
1531207432702,38.75,0.0,-15.625
1531207432712,38.3125,0.0,-15.4375
1531207432722,38.5625,-0.1875,-16.0625
1531207432732,38.5625,-0.1875,-16.375
1531207432742,38.4375,-0.125,-16.5
1531207432752,38.6875,0.3125,-16.8125
1531207432762,38.875,0.125,-17.125
1531207432772,38.125,0.3125,-17.125
1531207432782,38.3125,0.625,-17.5625
1531207432792,38.4375,0.625,-18.0
1531207432802,38.125,0.625,-18.0
1531207432812,37.6875,1.0625,-17.875
1531207432822,37.8125,1.5,-18.0
1531207432832,37.5625,1.8125,-18.3125
1531207432842,37.4375,1.8125,-18.1875
1531207432852,37.25,2.125,-18.3125
1531207432862,37.5625,2.4375,-18.4375
1531207432872,37.5625,2.4375,-18.9375
1531207432882,37.375,2.5625,-18.9375
1531207432892,37.375,3.3125,-19.1875
1531207432902,37.25,3.4375,-18.625
1531207432912,37.25,3.3125,-18.9375
1531207432922,37.25,3.625,-18.625
1531207432932,37.25,3.9375,-18.3125
1531207432942,37.375,3.75,-18.5
1531207432952,37.625,4.1875,-18.9375
1531207432962,37.75,4.9375,-18.9375
1531207432972,37.3125,4.9375,-18.9375
1531207432982,37.3125,5.375,-19.0625
1531207432992,37.0,6.0,-18.9375
1531207433002,36.4375,6.75,-18.9375
1531207433012,36.3125,6.9375,-18.9375
1531207433022,36.4375,7.1875,-18.9375
1531207433032,36.4375,7.5,-18.9375
1531207433042,36.6875,7.5,-18.9375
1531207433052,36.6875,7.375,-19.25
1531207433062,36.875,7.1875,-19.0625
1531207433072,37.0,7.1875,-18.9375
1531207433082,36.75,7.0625,-18.625
1531207433092,36.4375,7.0625,-18.5
1531207433102,36.75,7.1875,-17.875
1531207433112,36.4375,7.1875,-17.4375
1531207433122,36.5625,7.1875,-17.4375
1531207433132,37.0,7.1875,-18.0625
1531207433142,37.3125,7.1875,-18.1875
1531207433152,37.5625,6.4375,-18.3125
1531207433162,37.6875,6.75,-18.9375
1531207433172,37.4375,7.375,-18.9375
1531207433182,37.3125,7.375,-18.3125
1531207433192,37.0,7.5,-18.1875
1531207433202,36.875,7.8125,-18.3125
1531207433212,36.875,8.125,-18.3125
1531207433222,37.0,8.25,-18.0625
1531207433232,37.0,8.6875,-17.875
1531207433242,37.0,8.6875,-18.0625
1531207433252,36.8125,8.875,-17.875
1531207433262,36.5625,9.0,-17.875
1531207433271,36.4375,8.875,-17.875
1531207433282,36.5625,9.0,-18.0625
1531207433291,36.5625,9.75,-17.625
1531207433302,36.9375,10.1875,-17.125
1531207433312,36.8125,10.625,-16.875
1531207433322,36.8125,10.9375,-16.6875
1531207433331,36.625,10.8125,-16.6875
1531207433342,36.8125,10.8125,-17.0
1531207433352,36.375,10.9375,-17.625
1531207433362,36.25,10.375,-17.75
1531207433372,36.375,10.5,-17.875
1531207433382,36.25,10.625,-17.75
1531207433392,36.0625,10.5,-17.75
1531207433402,36.0625,10.6875,-17.4375
1531207433411,36.6875,10.5,-17.3125
1531207433422,36.6875,10.0625,-17.3125
1531207433431,36.6875,9.4375,-17.4375
1531207433442,36.6875,9.0,-17.4375
1531207433452,37.0,7.9375,-17.4375
1531207433462,37.125,7.9375,-17.125
1531207433472,37.4375,7.8125,-17.125
1531207433482,37.3125,7.8125,-17.125
1531207433492,37.4375,7.8125,-17.125
1531207433502,37.0,7.8125,-17.4375
1531207433512,36.875,7.5,-17.5625
1531207433523,36.5625,7.375,-17.875
1531207433532,37.0,6.875,-17.75
1531207433542,36.875,6.625,-17.75
1531207433552,37.1875,6.75,-17.75
1531207433562,36.875,7.0625,-17.875
1531207433572,37.0,7.0625,-17.75
1531207433582,36.875,7.1875,-18.1875
1531207433592,37.0,7.0625,-17.875
1531207433602,37.1875,6.875,-17.875
1531207433612,37.3125,6.4375,-17.75
1531207433622,37.5625,6.4375,-17.5625
1531207433632,37.625,6.4375,-16.8125
1531207433642,37.4375,6.75,-16.8125
1531207433652,37.5625,6.75,-16.5625
1531207433662,37.75,6.875,-16.0625
1531207433672,38.0,6.4375,-16.0625
1531207433682,38.3125,6.5625,-16.0625
1531207433692,38.875,5.8125,-16.0625
1531207433702,38.625,5.5,-15.9375
1531207433712,38.625,5.375,-16.375
1531207433722,38.1875,5.25,-16.5
1531207433732,38.0625,4.8125,-17.0
1531207433742,38.0625,5.25,-17.0
1531207433752,38.1875,5.25,-17.125
1531207433762,38.1875,4.9375,-17.5625
1531207433772,38.3125,5.25,-17.75
1531207433782,38.4375,5.0625,-18.1875
1531207433792,38.1875,4.8125,-18.625
1531207433802,38.1875,4.8125,-18.75
1531207433812,38.1875,4.8125,-18.4375
1531207433822,38.1875,4.625,-18.625
1531207433832,38.0625,4.8125,-18.4375
1531207433842,38.1875,4.9375,-18.0
1531207433852,38.625,4.9375,-17.875
1531207433862,38.625,4.625,-17.875
1531207433872,38.75,4.1875,-17.4375
1531207433882,39.0625,3.875,-17.4375
1531207433892,38.8125,3.25,-17.5625
1531207433902,38.8125,3.0,-17.6875
1531207433912,39.25,2.6875,-17.875
1531207433922,39.375,2.375,-18.0
1531207433932,39.375,2.375,-17.5625
1531207433942,39.5,2.1875,-17.5625
1531207433952,39.375,2.375,-17.375
1531207433962,39.375,2.5,-17.4375
1531207433972,39.0625,3.25,-17.5625
1531207433982,38.625,3.4375,-17.5625
1531207433992,38.75,3.875,-17.5625
1531207434002,38.625,4.0,-17.875
1531207434012,38.3125,4.1875,-17.875
1531207434022,38.1875,4.0625,-18.4375
1531207434032,38.1875,4.0625,-19.0625
1531207434042,37.9375,4.1875,-19.375
1531207434052,37.625,4.5,-19.1875
1531207434062,37.3125,5.25,-19.5
1531207434072,37.5,5.125,-19.0625
1531207434082,37.4375,5.6875,-18.9375
1531207434092,37.4375,6.125,-18.9375
1531207434102,37.75,6.3125,-19.0625
1531207434112,38.0,6.3125,-19.25
1531207434122,37.6875,7.0625,-19.25
1531207434132,37.5625,7.5,-19.0625
1531207434142,37.6875,7.625,-19.25
1531207434152,37.5625,8.0625,-19.375
1531207434162,37.25,8.125,-19.375
1531207434172,37.25,7.9375,-19.375
1531207434182,37.0,7.625,-19.6875
1531207434192,36.5625,8.125,-19.5625
1531207434202,36.125,7.8125,-19.8125
1531207434212,35.875,8.25,-19.6875
1531207434223,35.8125,9.1875,-19.5625
1531207434233,36.125,9.625,-19.6875
1531207434244,36.25,10.0625,-19.6875
1531207434254,36.625,10.5,-19.375
1531207434262,36.8125,10.8125,-19.0625
1531207434272,37.0625,10.3125,-18.9375
1531207434282,37.5,10.1875,-18.625
1531207434292,37.9375,9.75,-18.1875
1531207434302,37.9375,9.5625,-17.75
1531207434312,38.25,8.9375,-17.75
1531207434322,37.8125,8.8125,-17.5625
1531207434332,37.6875,8.8125,-17.3125
1531207434342,37.5625,8.6875,-18.0625
1531207434352,37.375,8.8125,-18.5
1531207434362,37.125,9.3125,-18.625
1531207434372,37.375,9.3125,-18.9375
1531207434382,37.5,9.3125,-19.25
1531207434392,37.375,9.3125,-18.8125
1531207434402,37.375,9.3125,-18.625
1531207434412,37.6875,9.4375,-18.625
1531207434422,37.8125,9.75,-18.625
1531207434432,37.8125,9.75,-18.1875
1531207434442,37.8125,9.75,-17.875
1531207434452,38.0625,9.25,-18.0625
1531207434462,38.0625,9.0,-18.0625
1531207434472,37.9375,8.6875,-17.75
1531207434482,37.8125,8.8125,-17.875
1531207434492,38.125,8.25,-18.5
1531207434502,37.8125,8.8125,-18.625
1531207434512,37.375,9.125,-18.5
1531207434522,37.25,9.4375,-18.5
1531207434532,37.25,9.5625,-18.625
1531207434542,36.625,10.375,-18.1875
1531207434552,36.5,10.1875,-17.875
1531207434562,36.6875,10.0625,-17.875
1531207434572,36.375,10.0625,-17.875
1531207434582,36.25,10.0625,-18.0625
1531207434592,36.8125,10.0625,-18.0625
1531207434602,36.9375,10.3125,-17.75
1531207434612,37.5,10.625,-17.5625
1531207434622,38.3125,10.4375,-17.5625
1531207434632,38.375,10.3125,-17.4375
1531207434642,38.3125,10.4375,-17.875
1531207434652,38.625,10.0,-18.3125
1531207434662,38.625,9.6875,-18.1875
1531207434672,38.0625,9.6875,-18.3125
1531207434682,38.25,9.4375,-18.0625
1531207434692,38.375,9.125,-17.75
1531207434702,38.375,9.25,-17.4375
1531207434712,38.0625,9.4375,-17.5625
1531207434722,38.375,9.6875,-17.75
1531207434732,38.375,10.0,-17.875
1531207434742,38.1875,9.875,-18.0625
1531207434752,38.0625,9.5625,-18.0625
1531207434762,38.5,9.4375,-18.3125
1531207434772,38.5,8.9375,-18.1875
1531207434782,38.5,8.8125,-18.1875
1531207434792,38.375,8.9375,-18.0
1531207434802,38.25,9.25,-17.875
1531207434812,38.25,8.8125,-17.5625
1531207434822,38.125,8.5,-17.5625
1531207434832,38.5625,8.375,-17.4375
1531207434842,38.375,8.375,-17.4375
1531207434852,38.9375,8.1875,-17.5625
1531207434862,38.8125,8.0625,-17.75
1531207434872,39.25,8.0625,-17.25
1531207434882,38.9375,7.875,-17.4375
1531207434892,39.8125,6.8125,-17.25
1531207434902,40.25,5.9375,-16.9375
1531207434912,40.4375,5.3125,-16.8125
1531207434922,40.4375,4.875,-17.125
1531207434932,40.75,4.125,-17.125
1531207434942,40.5625,4.5625,-17.375
1531207434952,40.0,5.0625,-17.875
1531207434963,39.75,5.1875,-18.1875
1531207434972,39.75,5.1875,-18.625
1531207434982,39.4375,5.1875,-19.0625
1531207434992,39.3125,5.0625,-18.9375
1531207435002,39.0,4.625,-19.0625
1531207435012,39.4375,4.4375,-19.0625
1531207435022,39.4375,4.0,-19.1875
1531207435032,39.625,4.0,-19.0625
1531207435042,39.5,3.4375,-19.0625
1531207435052,39.9375,2.9375,-18.875
1531207435062,39.625,2.375,-18.625
1531207435072,39.625,2.0625,-18.3125
1531207435082,39.8125,1.625,-18.3125
1531207435092,40.0625,1.4375,-18.125
1531207435102,40.25,1.3125,-17.875
1531207435112,40.625,1.5625,-18.0
1531207435122,40.9375,1.125,-18.0
1531207435132,40.9375,0.8125,-17.5625
1531207435142,41.0625,1.0,-17.8125
1531207435152,41.25,0.8125,-18.0
1531207435162,41.25,0.25,-17.8125
1531207435172,40.8125,0.375,-18.0
1531207435182,40.8125,0.5625,-18.0
1531207435192,40.6875,0.125,-18.0
1531207435202,40.375,0.125,-18.125
1531207435212,40.375,0.6875,-18.4375
1531207435222,39.9375,1.3125,-18.3125
1531207435232,39.9375,1.4375,-18.75
1531207435242,39.625,1.75,-18.875
1531207435252,39.375,1.625,-18.625
1531207435262,38.8125,1.625,-18.4375
1531207435272,39.25,1.625,-18.625
1531207435282,39.375,1.75,-18.875
1531207435292,39.375,1.9375,-18.75
1531207435302,39.1875,2.375,-19.5
1531207435312,39.5,2.25,-19.625
1531207435322,39.5,2.0625,-19.625
1531207435332,39.25,2.25,-19.5
1531207435342,39.375,2.25,-19.625
1531207435352,39.75,2.375,-19.375
1531207435362,40.1875,2.5,-19.1875
1531207435372,40.1875,2.8125,-19.375
1531207435382,40.1875,2.625,-19.375
1531207435392,40.1875,2.8125,-19.375
1531207435402,40.3125,3.125,-19.1875
1531207435412,39.625,3.4375,-19.1875
1531207435422,39.75,4.0,-19.0625
1531207435432,40.0,4.75,-18.875
1531207435442,40.0,5.1875,-18.9375
1531207435452,39.6875,5.1875,-19.1875
1531207435462,39.875,5.8125,-19.1875
1531207435472,40.125,5.3125,-18.9375
1531207435482,40.0,5.0625,-18.625
1531207435492,40.3125,4.75,-17.875
1531207435502,40.5625,4.75,-17.875
1531207435513,40.75,4.4375,-17.375
1531207435522,40.875,4.5625,-17.25
1531207435532,41.125,4.5625,-17.25
1531207435542,41.0,4.875,-17.25
1531207435552,41.125,5.0,-16.8125
1531207435562,41.25,5.0,-16.8125
1531207435572,41.0,5.3125,-16.8125
1531207435582,41.4375,5.625,-16.6875
1531207435592,41.5625,5.625,-16.8125
1531207435602,41.25,5.625,-16.8125
1531207435612,41.25,5.625,-17.125
1531207435622,41.125,5.4375,-17.5625
1531207435632,40.875,5.1875,-17.5625
1531207435642,41.125,5.4375,-17.5625
1531207435651,41.25,5.625,-17.5625
1531207435662,41.375,5.4375,-17.5625
1531207435671,41.375,5.625,-17.25
1531207435681,41.125,5.75,-17.4375
1531207435691,40.5625,5.625,-17.25
1531207435702,40.5625,5.625,-17.125
1531207435712,40.4375,5.625,-17.125
1531207435722,40.5625,5.5,-16.9375
1531207435732,40.4375,5.625,-16.6875
1531207435741,40.5625,5.625,-16.9375
1531207435751,40.125,5.5,-17.25
1531207435761,40.0,5.5,-17.5625
1531207435771,39.875,5.5,-17.875
1531207435781,40.25,5.5,-18.3125
1531207435791,40.25,5.5,-17.875
1531207435802,40.4375,5.1875,-17.5625
1531207435812,40.4375,5.625,-17.125
1531207435822,40.6875,5.625,-16.8125
1531207435831,40.4375,5.5,-16.8125
1531207435842,40.4375,5.75,-17.125
